id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
224,fast growth,short,200,exponential,16,,meanlog,1.1,1.1,1,1,1,1.1,1.1,1.1,1.1,1.1
225,fast growth,short,200,exponential,17,,meanlog,1,1,0.91,0.93,0.97,0.99,1,1.1,1.1,1.1
226,fast growth,short,200,exponential,18,,meanlog,1.1,1.1,1,1,1,1.1,1.1,1.1,1.1,1.1
227,fast growth,short,200,exponential,19,,meanlog,1,1,0.96,0.97,0.99,1,1,1,1.1,1.1
228,fast growth,short,200,exponential,20,,meanlog,1.1,1.1,0.99,1,1,1,1.1,1.1,1.1,1.1
229,growth,long,200,exponential,1,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.5
230,growth,long,200,exponential,2,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.5,1.6
231,growth,long,200,exponential,3,,meanlog,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6
232,growth,long,200,exponential,4,,meanlog,1.4,1.4,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.5
233,growth,long,200,exponential,5,,meanlog,1.4,1.4,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.5
234,growth,long,200,exponential,6,,meanlog,1.3,1.3,1.1,1.1,1.2,1.2,1.3,1.3,1.4,1.4
235,growth,long,200,exponential,7,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.5
236,growth,long,200,exponential,8,,meanlog,1.4,1.4,1.3,1.3,1.3,1.4,1.4,1.4,1.5,1.5
237,growth,long,200,exponential,9,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.6
238,growth,long,200,exponential,10,,meanlog,1.3,1.3,1.1,1.1,1.2,1.2,1.3,1.3,1.4,1.4
239,growth,long,200,exponential,11,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.5
240,growth,long,200,exponential,12,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4
241,growth,long,200,exponential,13,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.5
242,growth,long,200,exponential,14,,meanlog,1.4,1.4,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.5
243,growth,long,200,exponential,15,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.5,1.5
244,growth,long,200,exponential,16,,meanlog,1.3,1.3,1.1,1.2,1.2,1.3,1.3,1.4,1.4,1.4
245,growth,long,200,exponential,17,,meanlog,1.4,1.4,1.2,1.3,1.3,1.4,1.4,1.5,1.5,1.6
246,growth,long,200,exponential,18,,meanlog,1.4,1.4,1.2,1.3,1.3,1.4,1.4,1.4,1.5,1.5
247,growth,long,200,exponential,19,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.5,1.6
248,growth,long,200,exponential,20,,meanlog,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5
249,growth,medium,200,exponential,1,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4
250,growth,medium,200,exponential,2,,meanlog,1.5,1.5,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5
251,growth,medium,200,exponential,3,,meanlog,1.4,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4
252,growth,medium,200,exponential,4,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.4,1.5,1.5
253,growth,medium,200,exponential,5,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.5,1.6,1.6
254,growth,medium,200,exponential,6,,meanlog,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.5
255,growth,medium,200,exponential,7,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.4,1.5,1.5
256,growth,medium,200,exponential,8,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.4,1.5,1.5
257,growth,medium,200,exponential,9,,meanlog,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5
258,growth,medium,200,exponential,10,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4
259,growth,medium,200,exponential,11,,meanlog,1.4,1.4,1.3,1.3,1.3,1.4,1.4,1.4,1.5,1.5
260,growth,medium,200,exponential,12,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.4,1.5,1.5
261,growth,medium,200,exponential,13,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4
262,growth,medium,200,exponential,14,,meanlog,1.4,1.4,1.3,1.3,1.3,1.4,1.4,1.4,1.5,1.5
263,growth,medium,200,exponential,15,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.5,1.6,1.6
264,growth,medium,200,exponential,16,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4
265,growth,medium,200,exponential,17,,meanlog,1.4,1.4,1.3,1.4,1.4,1.4,1.5,1.5,1.5,1.5
266,growth,medium,200,exponential,18,,meanlog,1.4,1.4,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4
267,growth,medium,200,exponential,19,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.4,1.4,1.4,1.4
268,growth,medium,200,exponential,20,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.4,1.5,1.5
269,growth,short,200,exponential,1,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
270,growth,short,200,exponential,2,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
271,growth,short,200,exponential,3,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
272,growth,short,200,exponential,4,,meanlog,1.1,1.1,1,1,1,1.1,1.1,1.1,1.1,1.1
273,growth,short,200,exponential,5,,meanlog,1.1,1.1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2
274,growth,short,200,exponential,6,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
275,growth,short,200,exponential,7,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2
276,growth,short,200,exponential,8,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
277,growth,short,200,exponential,9,,meanlog,1.1,1.1,1,1,1.1,1.1,1.1,1.1,1.1,1.2
278,growth,short,200,exponential,10,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2
279,growth,short,200,exponential,11,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
280,growth,short,200,exponential,12,,meanlog,1.1,1.1,1,1,1.1,1.1,1.1,1.1,1.1,1.2
281,growth,short,200,exponential,13,,meanlog,1.1,1.1,1,1,1.1,1.1,1.1,1.1,1.1,1.1
282,growth,short,200,exponential,14,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2
283,growth,short,200,exponential,15,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
284,growth,short,200,exponential,16,,meanlog,1.1,1.1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2
285,growth,short,200,exponential,17,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2
286,growth,short,200,exponential,18,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
287,growth,short,200,exponential,19,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2
288,growth,short,200,exponential,20,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
289,stable,long,200,exponential,1,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.8
290,stable,long,200,exponential,2,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.7
291,stable,long,200,exponential,3,,meanlog,1.6,1.6,1.4,1.5,1.5,1.5,1.6,1.6,1.7,1.7
292,stable,long,200,exponential,4,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.7,1.8
293,stable,long,200,exponential,5,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.6
294,stable,long,200,exponential,6,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7
295,stable,long,200,exponential,7,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.6,1.7
296,stable,long,200,exponential,8,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
297,stable,long,200,exponential,9,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7
298,stable,long,200,exponential,10,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.6
299,stable,long,200,exponential,11,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7
300,stable,long,200,exponential,12,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
301,stable,long,200,exponential,13,,meanlog,1.6,1.6,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.7
302,stable,long,200,exponential,14,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7
303,stable,long,200,exponential,15,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.5,1.6,1.6
304,stable,long,200,exponential,16,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
305,stable,long,200,exponential,17,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7
306,stable,long,200,exponential,18,,meanlog,1.7,1.6,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.8
307,stable,long,200,exponential,19,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.7,1.8,1.8
308,stable,long,200,exponential,20,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
309,stable,medium,200,exponential,1,,meanlog,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.5
310,stable,medium,200,exponential,2,,meanlog,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.6,1.6,1.6
311,stable,medium,200,exponential,3,,meanlog,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.6,1.6,1.6
312,stable,medium,200,exponential,4,,meanlog,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.6,1.6,1.6
313,stable,medium,200,exponential,5,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7
314,stable,medium,200,exponential,6,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.5,1.6,1.6
315,stable,medium,200,exponential,7,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7
316,stable,medium,200,exponential,8,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.5,1.6,1.6
317,stable,medium,200,exponential,9,,meanlog,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6
318,stable,medium,200,exponential,10,,meanlog,1.5,1.5,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.6
319,stable,medium,200,exponential,11,,meanlog,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.6,1.6,1.6
320,stable,medium,200,exponential,12,,meanlog,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.5
321,stable,medium,200,exponential,13,,meanlog,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6
322,stable,medium,200,exponential,14,,meanlog,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6
323,stable,medium,200,exponential,15,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.7
324,stable,medium,200,exponential,16,,meanlog,1.5,1.5,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5
325,stable,medium,200,exponential,17,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.5,1.6,1.6
326,stable,medium,200,exponential,18,,meanlog,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.6,1.6,1.6
327,stable,medium,200,exponential,19,,meanlog,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.6
328,stable,medium,200,exponential,20,,meanlog,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6
329,stable,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
330,stable,short,200,exponential,2,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2
331,stable,short,200,exponential,3,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2
332,stable,short,200,exponential,4,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
333,stable,short,200,exponential,5,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
334,stable,short,200,exponential,6,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2
335,stable,short,200,exponential,7,,meanlog,1.1,1.1,1,1,1.1,1.1,1.1,1.1,1.2,1.2
336,stable,short,200,exponential,8,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
337,stable,short,200,exponential,9,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
338,stable,short,200,exponential,10,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
339,stable,short,200,exponential,11,,meanlog,1.1,1.1,1,1,1.1,1.1,1.1,1.1,1.2,1.2
340,stable,short,200,exponential,12,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3
341,stable,short,200,exponential,13,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
342,stable,short,200,exponential,14,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
343,stable,short,200,exponential,15,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
344,stable,short,200,exponential,16,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
345,stable,short,200,exponential,17,,meanlog,1.1,1.1,1,1,1.1,1.1,1.1,1.2,1.2,1.2
346,stable,short,200,exponential,18,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
347,stable,short,200,exponential,19,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
348,stable,short,200,exponential,20,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
349,120 days,,1262,ebola_case_study,,real-time,meanlog,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.6
350,120 days,,1460,ebola_case_study,,retrospective,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6
351,180 days,,4609,ebola_case_study,,real-time,meanlog,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
352,180 days,,4992,ebola_case_study,,retrospective,meanlog,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
353,240 days,,7391,ebola_case_study,,real-time,meanlog,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
354,240 days,,7475,ebola_case_study,,retrospective,meanlog,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
355,60 days,,401,ebola_case_study,,real-time,meanlog,1.5,1.5,1.3,1.4,1.4,1.4,1.5,1.5,1.5,1.6
356,60 days,,428,ebola_case_study,,retrospective,meanlog,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6
1,early outbreak,long,10,outbreak,1,,sdlog,0.69,0.65,0.43,0.46,0.54,0.6,0.71,0.81,1,1.2
2,early outbreak,medium,10,outbreak,1,,sdlog,0.4,0.37,0.24,0.26,0.31,0.34,0.42,0.47,0.6,0.67
3,early outbreak,short,10,outbreak,1,,sdlog,0.36,0.34,0.22,0.24,0.28,0.31,0.38,0.43,0.54,0.61
4,late outbreak,long,10,outbreak,1,,sdlog,0.78,0.74,0.48,0.51,0.61,0.68,0.82,0.92,1.2,1.3
5,late outbreak,medium,10,outbreak,1,,sdlog,0.42,0.39,0.26,0.28,0.33,0.36,0.43,0.49,0.63,0.71
6,late outbreak,short,10,outbreak,1,,sdlog,0.32,0.31,0.2,0.21,0.25,0.28,0.34,0.38,0.5,0.56
7,near peak,long,10,outbreak,1,,sdlog,0.87,0.83,0.55,0.58,0.69,0.76,0.91,1,1.3,1.4
8,near peak,medium,10,outbreak,1,,sdlog,0.57,0.55,0.36,0.38,0.45,0.5,0.6,0.68,0.86,0.95
9,near peak,short,10,outbreak,1,,sdlog,0.35,0.33,0.21,0.23,0.27,0.3,0.37,0.42,0.52,0.58
10,past peak,long,10,outbreak,1,,sdlog,0.97,0.92,0.6,0.64,0.75,0.83,1,1.1,1.4,1.6
11,past peak,medium,10,outbreak,1,,sdlog,0.63,0.6,0.39,0.42,0.49,0.54,0.66,0.74,0.93,1
12,past peak,short,10,outbreak,1,,sdlog,0.7,0.66,0.44,0.46,0.54,0.6,0.73,0.82,1.1,1.2
13,early outbreak,long,100,outbreak,1,,sdlog,1,1,0.89,0.9,0.95,0.98,1,1.1,1.1,1.2
14,early outbreak,medium,100,outbreak,1,,sdlog,0.47,0.47,0.41,0.42,0.44,0.45,0.48,0.49,0.53,0.54
15,early outbreak,short,100,outbreak,1,,sdlog,0.42,0.41,0.36,0.37,0.39,0.4,0.43,0.44,0.47,0.49
16,late outbreak,long,100,outbreak,1,,sdlog,0.76,0.76,0.66,0.68,0.72,0.74,0.78,0.8,0.85,0.88
17,late outbreak,medium,100,outbreak,1,,sdlog,0.61,0.61,0.53,0.55,0.58,0.59,0.63,0.65,0.69,0.71
18,late outbreak,short,100,outbreak,1,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.46,0.49,0.5
19,near peak,long,100,outbreak,1,,sdlog,0.63,0.63,0.55,0.56,0.59,0.61,0.65,0.67,0.71,0.73
20,near peak,medium,100,outbreak,1,,sdlog,0.57,0.57,0.5,0.51,0.53,0.55,0.58,0.6,0.64,0.66
21,near peak,short,100,outbreak,1,,sdlog,0.46,0.45,0.4,0.41,0.43,0.44,0.47,0.48,0.51,0.53
22,past peak,long,100,outbreak,1,,sdlog,0.76,0.75,0.66,0.67,0.71,0.73,0.77,0.8,0.85,0.87
23,past peak,medium,100,outbreak,1,,sdlog,0.61,0.61,0.53,0.54,0.57,0.59,0.63,0.65,0.69,0.71
24,past peak,short,100,outbreak,1,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.4,0.41,0.44,0.45
25,early outbreak,long,200,outbreak,1,,sdlog,1,1,0.92,0.94,0.97,1,1,1.1,1.1,1.1
26,early outbreak,medium,200,outbreak,1,,sdlog,0.53,0.52,0.48,0.48,0.5,0.51,0.53,0.55,0.57,0.58
27,early outbreak,short,200,outbreak,1,,sdlog,0.41,0.41,0.37,0.38,0.39,0.4,0.42,0.43,0.44,0.45
28,late outbreak,long,200,outbreak,1,,sdlog,0.78,0.78,0.71,0.72,0.75,0.77,0.8,0.82,0.85,0.86
29,late outbreak,medium,200,outbreak,1,,sdlog,0.67,0.67,0.61,0.62,0.64,0.66,0.68,0.7,0.73,0.74
30,late outbreak,short,200,outbreak,1,,sdlog,0.45,0.45,0.41,0.42,0.43,0.44,0.46,0.47,0.49,0.5
31,near peak,long,200,outbreak,1,,sdlog,0.85,0.85,0.77,0.78,0.82,0.84,0.87,0.89,0.93,0.95
32,near peak,medium,200,outbreak,1,,sdlog,0.59,0.59,0.53,0.54,0.56,0.58,0.6,0.62,0.64,0.65
33,near peak,short,200,outbreak,1,,sdlog,0.39,0.39,0.36,0.36,0.38,0.38,0.4,0.41,0.43,0.43
34,past peak,long,200,outbreak,1,,sdlog,0.96,0.96,0.87,0.88,0.92,0.94,0.98,1,1,1.1
35,past peak,medium,200,outbreak,1,,sdlog,0.62,0.62,0.56,0.57,0.59,0.6,0.63,0.64,0.67,0.68
36,past peak,short,200,outbreak,1,,sdlog,0.42,0.42,0.38,0.39,0.4,0.41,0.43,0.44,0.46,0.47
37,early outbreak,long,400,outbreak,1,,sdlog,0.85,0.85,0.79,0.8,0.82,0.84,0.86,0.87,0.9,0.91
38,early outbreak,medium,400,outbreak,1,,sdlog,0.52,0.52,0.49,0.49,0.51,0.51,0.53,0.54,0.55,0.56
39,early outbreak,short,400,outbreak,1,,sdlog,0.4,0.4,0.38,0.38,0.39,0.4,0.41,0.41,0.43,0.43
40,late outbreak,long,400,outbreak,1,,sdlog,0.88,0.88,0.82,0.83,0.85,0.87,0.89,0.91,0.94,0.95
41,late outbreak,medium,400,outbreak,1,,sdlog,0.76,0.76,0.71,0.72,0.74,0.75,0.77,0.78,0.8,0.81
42,late outbreak,short,400,outbreak,1,,sdlog,0.6,0.6,0.56,0.57,0.58,0.59,0.61,0.62,0.64,0.64
43,near peak,long,400,outbreak,1,,sdlog,0.77,0.77,0.72,0.73,0.75,0.76,0.78,0.79,0.82,0.83
44,near peak,medium,400,outbreak,1,,sdlog,0.57,0.57,0.53,0.54,0.55,0.56,0.58,0.59,0.6,0.61
45,near peak,short,400,outbreak,1,,sdlog,0.44,0.44,0.41,0.41,0.42,0.43,0.44,0.45,0.46,0.47
46,past peak,long,400,outbreak,1,,sdlog,0.84,0.84,0.79,0.8,0.82,0.83,0.85,0.87,0.89,0.9
47,past peak,medium,400,outbreak,1,,sdlog,0.61,0.61,0.57,0.58,0.59,0.6,0.62,0.63,0.65,0.66
48,past peak,short,400,outbreak,1,,sdlog,0.41,0.41,0.39,0.39,0.4,0.41,0.42,0.43,0.44,0.44
49,decay,long,200,exponential,1,,sdlog,1.1,1.1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.3
50,decay,long,200,exponential,2,,sdlog,0.69,0.69,0.63,0.64,0.66,0.68,0.71,0.72,0.75,0.77
51,decay,long,200,exponential,3,,sdlog,0.96,0.96,0.87,0.88,0.92,0.94,0.98,1,1,1.1
52,decay,long,200,exponential,4,,sdlog,0.95,0.95,0.86,0.88,0.91,0.93,0.97,0.99,1,1.1
53,decay,long,200,exponential,5,,sdlog,0.7,0.7,0.64,0.65,0.67,0.69,0.71,0.73,0.76,0.77
54,decay,long,200,exponential,6,,sdlog,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6
55,decay,long,200,exponential,7,,sdlog,1.1,1.1,1,1,1.1,1.1,1.1,1.2,1.2,1.2
56,decay,long,200,exponential,8,,sdlog,0.7,0.69,0.63,0.64,0.67,0.68,0.71,0.72,0.76,0.77
57,decay,long,200,exponential,9,,sdlog,1.1,1.1,1,1,1.1,1.1,1.1,1.2,1.2,1.2
58,decay,long,200,exponential,10,,sdlog,0.95,0.95,0.86,0.88,0.91,0.93,0.97,0.99,1,1.1
59,decay,long,200,exponential,11,,sdlog,0.76,0.76,0.69,0.7,0.73,0.75,0.78,0.8,0.83,0.84
60,decay,long,200,exponential,12,,sdlog,0.79,0.78,0.71,0.72,0.75,0.77,0.8,0.82,0.85,0.87
61,decay,long,200,exponential,13,,sdlog,0.99,0.98,0.9,0.91,0.94,0.96,1,1,1.1,1.1
62,decay,long,200,exponential,14,,sdlog,1.1,1.1,1,1,1.1,1.1,1.2,1.2,1.2,1.3
63,decay,long,200,exponential,15,,sdlog,0.91,0.91,0.83,0.84,0.87,0.9,0.93,0.95,1,1
64,decay,long,200,exponential,16,,sdlog,0.71,0.71,0.65,0.66,0.68,0.7,0.73,0.74,0.77,0.79
65,decay,long,200,exponential,17,,sdlog,1.1,1.1,1,1,1.1,1.1,1.1,1.1,1.2,1.2
66,decay,long,200,exponential,18,,sdlog,1.1,1.1,1,1,1.1,1.1,1.2,1.2,1.2,1.3
67,decay,long,200,exponential,19,,sdlog,0.94,0.93,0.85,0.86,0.9,0.92,0.95,0.97,1,1
68,decay,long,200,exponential,20,,sdlog,0.72,0.71,0.65,0.66,0.69,0.7,0.73,0.74,0.77,0.79
69,decay,medium,200,exponential,1,,sdlog,0.61,0.61,0.55,0.56,0.58,0.59,0.62,0.63,0.66,0.67
70,decay,medium,200,exponential,2,,sdlog,0.62,0.62,0.56,0.57,0.6,0.61,0.63,0.65,0.67,0.68
71,decay,medium,200,exponential,3,,sdlog,0.53,0.53,0.48,0.49,0.51,0.52,0.54,0.55,0.58,0.59
72,decay,medium,200,exponential,4,,sdlog,0.6,0.6,0.54,0.55,0.57,0.59,0.61,0.63,0.65,0.66
73,decay,medium,200,exponential,5,,sdlog,0.56,0.56,0.51,0.52,0.54,0.55,0.57,0.59,0.61,0.62
74,decay,medium,200,exponential,6,,sdlog,0.66,0.65,0.6,0.61,0.63,0.64,0.67,0.68,0.71,0.72
75,decay,medium,200,exponential,7,,sdlog,0.88,0.88,0.8,0.81,0.84,0.86,0.9,0.92,0.96,0.98
76,decay,medium,200,exponential,8,,sdlog,0.59,0.59,0.53,0.54,0.56,0.57,0.6,0.61,0.64,0.65
77,decay,medium,200,exponential,9,,sdlog,0.63,0.63,0.57,0.58,0.6,0.62,0.64,0.66,0.68,0.7
78,decay,medium,200,exponential,10,,sdlog,0.59,0.59,0.54,0.55,0.57,0.58,0.6,0.62,0.65,0.66
79,decay,medium,200,exponential,11,,sdlog,0.58,0.58,0.53,0.53,0.55,0.57,0.59,0.6,0.63,0.64
80,decay,medium,200,exponential,12,,sdlog,0.58,0.58,0.53,0.53,0.55,0.57,0.59,0.6,0.63,0.64
81,decay,medium,200,exponential,13,,sdlog,0.59,0.59,0.53,0.54,0.56,0.57,0.6,0.61,0.64,0.65
82,decay,medium,200,exponential,14,,sdlog,0.61,0.61,0.55,0.56,0.59,0.6,0.62,0.64,0.67,0.68
83,decay,medium,200,exponential,15,,sdlog,0.6,0.6,0.55,0.56,0.58,0.59,0.62,0.63,0.66,0.67
84,decay,medium,200,exponential,16,,sdlog,0.63,0.63,0.57,0.58,0.6,0.62,0.64,0.65,0.68,0.69
85,decay,medium,200,exponential,17,,sdlog,0.66,0.66,0.6,0.61,0.63,0.65,0.67,0.69,0.72,0.73
86,decay,medium,200,exponential,18,,sdlog,0.57,0.57,0.52,0.53,0.55,0.56,0.58,0.6,0.62,0.63
87,decay,medium,200,exponential,19,,sdlog,0.6,0.6,0.54,0.55,0.58,0.59,0.61,0.63,0.65,0.67
88,decay,medium,200,exponential,20,,sdlog,0.6,0.6,0.54,0.55,0.58,0.59,0.61,0.63,0.65,0.66
89,decay,short,200,exponential,1,,sdlog,0.44,0.43,0.4,0.4,0.42,0.43,0.44,0.45,0.47,0.48
90,decay,short,200,exponential,2,,sdlog,0.45,0.45,0.41,0.42,0.44,0.45,0.46,0.47,0.49,0.5
91,decay,short,200,exponential,3,,sdlog,0.43,0.42,0.39,0.39,0.41,0.42,0.43,0.44,0.46,0.47
92,decay,short,200,exponential,4,,sdlog,0.72,0.72,0.65,0.66,0.69,0.7,0.73,0.75,0.78,0.79
