id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
223,fast growth,short,200,exponential,15,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
224,fast growth,short,200,exponential,16,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
225,fast growth,short,200,exponential,17,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
226,fast growth,short,200,exponential,18,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2
227,fast growth,short,200,exponential,19,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
228,fast growth,short,200,exponential,20,,meanlog,1.1,1.1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2
229,growth,long,200,exponential,1,,meanlog,1.7,1.7,1.5,1.6,1.6,1.7,1.7,1.8,1.9,1.9
230,growth,long,200,exponential,2,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,2,2.2,2.2
231,growth,long,200,exponential,3,,meanlog,1.8,1.8,1.7,1.7,1.8,1.8,1.9,1.9,2,2.1
232,growth,long,200,exponential,4,,meanlog,1.7,1.7,1.5,1.6,1.6,1.6,1.7,1.8,1.8,1.9
233,growth,long,200,exponential,5,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
234,growth,long,200,exponential,6,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.8,1.9,1.9
235,growth,long,200,exponential,7,,meanlog,1.9,1.9,1.6,1.7,1.8,1.8,1.9,2,2.1,2.2
236,growth,long,200,exponential,8,,meanlog,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.9
237,growth,long,200,exponential,9,,meanlog,1.9,1.9,1.7,1.7,1.8,1.9,2,2,2.2,2.3
238,growth,long,200,exponential,10,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
239,growth,long,200,exponential,11,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
240,growth,long,200,exponential,12,,meanlog,1.9,1.8,1.6,1.7,1.7,1.8,1.9,2,2.1,2.2
241,growth,long,200,exponential,13,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.8,1.9,1.9
242,growth,long,200,exponential,14,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.8,1.8,1.9,2
243,growth,long,200,exponential,15,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.8,1.9,1.9
244,growth,long,200,exponential,16,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,2,2.1,2.2
245,growth,long,200,exponential,17,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
246,growth,long,200,exponential,18,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
247,growth,long,200,exponential,19,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.8
248,growth,long,200,exponential,20,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.9,2,2.1
249,growth,medium,200,exponential,1,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.6
250,growth,medium,200,exponential,2,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.6,1.6
251,growth,medium,200,exponential,3,,meanlog,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.7,1.7
252,growth,medium,200,exponential,4,,meanlog,1.7,1.7,1.6,1.6,1.6,1.6,1.7,1.7,1.8,1.8
253,growth,medium,200,exponential,5,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.5,1.6,1.6
254,growth,medium,200,exponential,6,,meanlog,1.6,1.6,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.7
255,growth,medium,200,exponential,7,,meanlog,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.7,1.7
256,growth,medium,200,exponential,8,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7
257,growth,medium,200,exponential,9,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
258,growth,medium,200,exponential,10,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.8
259,growth,medium,200,exponential,11,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7
260,growth,medium,200,exponential,12,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7
261,growth,medium,200,exponential,13,,meanlog,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.6,1.6,1.6
262,growth,medium,200,exponential,14,,meanlog,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6
263,growth,medium,200,exponential,15,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7
264,growth,medium,200,exponential,16,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
265,growth,medium,200,exponential,17,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
266,growth,medium,200,exponential,18,,meanlog,1.5,1.5,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.7
267,growth,medium,200,exponential,19,,meanlog,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.7
268,growth,medium,200,exponential,20,,meanlog,1.7,1.7,1.6,1.6,1.6,1.6,1.7,1.7,1.8,1.8
269,growth,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3
270,growth,short,200,exponential,2,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3
271,growth,short,200,exponential,3,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3
272,growth,short,200,exponential,4,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
273,growth,short,200,exponential,5,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
274,growth,short,200,exponential,6,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
275,growth,short,200,exponential,7,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
276,growth,short,200,exponential,8,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3
277,growth,short,200,exponential,9,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3
278,growth,short,200,exponential,10,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3
279,growth,short,200,exponential,11,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
280,growth,short,200,exponential,12,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3
281,growth,short,200,exponential,13,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
282,growth,short,200,exponential,14,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
283,growth,short,200,exponential,15,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
284,growth,short,200,exponential,16,,meanlog,1.3,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3
285,growth,short,200,exponential,17,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
286,growth,short,200,exponential,18,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
287,growth,short,200,exponential,19,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3
288,growth,short,200,exponential,20,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3
289,stable,long,200,exponential,1,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
290,stable,long,200,exponential,2,,meanlog,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.8,1.9,1.9
291,stable,long,200,exponential,3,,meanlog,2,2,1.8,1.8,1.9,2,2,2.1,2.2,2.3
292,stable,long,200,exponential,4,,meanlog,1.8,1.8,1.6,1.7,1.7,1.7,1.8,1.8,1.9,1.9
293,stable,long,200,exponential,5,,meanlog,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.9,1.9,2
294,stable,long,200,exponential,6,,meanlog,1.9,1.9,1.8,1.8,1.9,1.9,2,2,2.1,2.2
295,stable,long,200,exponential,7,,meanlog,1.8,1.8,1.7,1.7,1.8,1.8,1.9,1.9,2,2
296,stable,long,200,exponential,8,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
297,stable,long,200,exponential,9,,meanlog,2,1.9,1.8,1.8,1.9,1.9,2,2,2.2,2.2
298,stable,long,200,exponential,10,,meanlog,1.8,1.8,1.7,1.7,1.8,1.8,1.9,1.9,2,2
299,stable,long,200,exponential,11,,meanlog,1.9,1.8,1.7,1.7,1.8,1.8,1.9,1.9,2,2.1
300,stable,long,200,exponential,12,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
301,stable,long,200,exponential,13,,meanlog,1.9,1.9,1.7,1.7,1.8,1.9,1.9,2,2.1,2.2
302,stable,long,200,exponential,14,,meanlog,1.9,1.9,1.7,1.8,1.8,1.9,2,2,2.1,2.2
303,stable,long,200,exponential,15,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,1.9,2,2
304,stable,long,200,exponential,16,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,1.9,2,2
305,stable,long,200,exponential,17,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,2,2.1,2.2
306,stable,long,200,exponential,18,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.9
307,stable,long,200,exponential,19,,meanlog,1.8,1.8,1.6,1.7,1.7,1.7,1.8,1.8,1.9,1.9
308,stable,long,200,exponential,20,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.8,1.9,2
309,stable,medium,200,exponential,1,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.7
310,stable,medium,200,exponential,2,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7
311,stable,medium,200,exponential,3,,meanlog,1.5,1.5,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.6
312,stable,medium,200,exponential,4,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7
313,stable,medium,200,exponential,5,,meanlog,1.6,1.6,1.5,1.6,1.6,1.6,1.6,1.7,1.7,1.7
314,stable,medium,200,exponential,6,,meanlog,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6
315,stable,medium,200,exponential,7,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7
316,stable,medium,200,exponential,8,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7
317,stable,medium,200,exponential,9,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.7
318,stable,medium,200,exponential,10,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7
319,stable,medium,200,exponential,11,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7
320,stable,medium,200,exponential,12,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.7,1.7
321,stable,medium,200,exponential,13,,meanlog,1.7,1.7,1.6,1.6,1.6,1.6,1.7,1.7,1.8,1.8
322,stable,medium,200,exponential,14,,meanlog,1.6,1.6,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.7
323,stable,medium,200,exponential,15,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7
324,stable,medium,200,exponential,16,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7
325,stable,medium,200,exponential,17,,meanlog,1.7,1.7,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.8
326,stable,medium,200,exponential,18,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.7
327,stable,medium,200,exponential,19,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
328,stable,medium,200,exponential,20,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7
329,stable,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
330,stable,short,200,exponential,2,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
331,stable,short,200,exponential,3,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3
332,stable,short,200,exponential,4,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3
333,stable,short,200,exponential,5,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
334,stable,short,200,exponential,6,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
335,stable,short,200,exponential,7,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
336,stable,short,200,exponential,8,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
337,stable,short,200,exponential,9,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
338,stable,short,200,exponential,10,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
339,stable,short,200,exponential,11,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3
340,stable,short,200,exponential,12,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3
341,stable,short,200,exponential,13,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
342,stable,short,200,exponential,14,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
343,stable,short,200,exponential,15,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
344,stable,short,200,exponential,16,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2
345,stable,short,200,exponential,17,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2
346,stable,short,200,exponential,18,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
347,stable,short,200,exponential,19,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
348,stable,short,200,exponential,20,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
349,120 days,,1262,ebola_case_study,,real-time,meanlog,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
350,120 days,,1460,ebola_case_study,,retrospective,meanlog,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7
351,180 days,,4609,ebola_case_study,,real-time,meanlog,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
352,180 days,,4992,ebola_case_study,,retrospective,meanlog,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
353,240 days,,7391,ebola_case_study,,real-time,meanlog,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
354,240 days,,7475,ebola_case_study,,retrospective,meanlog,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
355,60 days,,401,ebola_case_study,,real-time,meanlog,1.6,1.6,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6
356,60 days,,428,ebola_case_study,,retrospective,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6
1,early outbreak,long,10,outbreak,1,,sdlog,1.3,1.2,0.52,0.6,0.8,0.97,1.4,1.7,2.3,2.7
2,early outbreak,medium,10,outbreak,1,,sdlog,1.2,0.99,0.42,0.47,0.65,0.8,1.2,1.6,2.6,3
3,early outbreak,short,10,outbreak,1,,sdlog,1.1,0.93,0.43,0.47,0.65,0.78,1.1,1.4,2.1,2.5
4,late outbreak,long,10,outbreak,1,,sdlog,0.94,0.78,0.48,0.51,0.61,0.69,0.89,1.1,1.8,2.3
5,late outbreak,medium,10,outbreak,1,,sdlog,1.2,1,0.57,0.61,0.77,0.88,1.2,1.5,2.5,3
6,late outbreak,short,10,outbreak,1,,sdlog,0.56,0.51,0.31,0.33,0.4,0.46,0.57,0.66,0.94,1.1
7,near peak,long,10,outbreak,1,,sdlog,17000,1.8,0.78,0.86,1.2,1.5,2.3,2.9,4.5,5.9
8,near peak,medium,10,outbreak,1,,sdlog,0.87,0.7,0.34,0.38,0.5,0.59,0.86,1.2,1.9,2.3
9,near peak,short,10,outbreak,1,,sdlog,0.31,0.28,0.21,0.21,0.23,0.25,0.31,0.36,0.49,0.56
10,past peak,long,10,outbreak,1,,sdlog,1.8,1.6,0.76,0.83,1.1,1.3,1.9,2.4,3.5,4.1
11,past peak,medium,10,outbreak,1,,sdlog,1.3,1.1,0.55,0.59,0.76,0.9,1.3,1.6,2.6,3.2
12,past peak,short,10,outbreak,1,,sdlog,0.86,0.73,0.41,0.44,0.55,0.63,0.84,1,1.7,2.2
13,early outbreak,long,100,outbreak,1,,sdlog,0.68,0.67,0.52,0.54,0.6,0.63,0.71,0.76,0.87,0.91
14,early outbreak,medium,100,outbreak,1,,sdlog,0.41,0.41,0.33,0.34,0.37,0.39,0.43,0.45,0.49,0.51
15,early outbreak,short,100,outbreak,1,,sdlog,0.48,0.47,0.38,0.4,0.43,0.45,0.5,0.52,0.58,0.61
16,late outbreak,long,100,outbreak,1,,sdlog,0.9,0.89,0.76,0.78,0.83,0.86,0.93,0.97,1.1,1.1
17,late outbreak,medium,100,outbreak,1,,sdlog,0.56,0.55,0.47,0.49,0.52,0.54,0.57,0.59,0.64,0.66
18,late outbreak,short,100,outbreak,1,,sdlog,0.41,0.41,0.34,0.35,0.38,0.39,0.42,0.44,0.48,0.49
19,near peak,long,100,outbreak,1,,sdlog,0.9,0.88,0.7,0.73,0.8,0.84,0.93,1,1.2,1.2
20,near peak,medium,100,outbreak,1,,sdlog,0.58,0.57,0.47,0.49,0.53,0.55,0.59,0.62,0.68,0.71
21,near peak,short,100,outbreak,1,,sdlog,0.35,0.34,0.28,0.29,0.32,0.33,0.36,0.37,0.41,0.42
22,past peak,long,100,outbreak,1,,sdlog,0.72,0.71,0.6,0.61,0.66,0.69,0.74,0.77,0.84,0.87
23,past peak,medium,100,outbreak,1,,sdlog,0.56,0.56,0.48,0.49,0.52,0.54,0.58,0.6,0.65,0.67
24,past peak,short,100,outbreak,1,,sdlog,0.35,0.35,0.29,0.3,0.32,0.33,0.36,0.38,0.4,0.41
25,early outbreak,long,200,outbreak,1,,sdlog,0.81,0.79,0.64,0.66,0.72,0.76,0.83,0.88,1,1.1
26,early outbreak,medium,200,outbreak,1,,sdlog,0.55,0.54,0.46,0.47,0.51,0.53,0.56,0.59,0.64,0.66
27,early outbreak,short,200,outbreak,1,,sdlog,0.35,0.35,0.3,0.31,0.33,0.34,0.36,0.37,0.4,0.41
28,late outbreak,long,200,outbreak,1,,sdlog,0.86,0.86,0.76,0.78,0.82,0.84,0.88,0.91,0.96,0.98
29,late outbreak,medium,200,outbreak,1,,sdlog,0.62,0.62,0.56,0.56,0.59,0.61,0.63,0.65,0.68,0.7
30,late outbreak,short,200,outbreak,1,,sdlog,0.4,0.4,0.36,0.36,0.38,0.39,0.41,0.42,0.45,0.46
31,near peak,long,200,outbreak,1,,sdlog,0.78,0.77,0.65,0.67,0.72,0.75,0.8,0.84,0.9,0.94
32,near peak,medium,200,outbreak,1,,sdlog,0.66,0.65,0.57,0.58,0.61,0.64,0.67,0.7,0.75,0.77
33,near peak,short,200,outbreak,1,,sdlog,0.32,0.31,0.28,0.28,0.3,0.31,0.32,0.33,0.35,0.36
34,past peak,long,200,outbreak,1,,sdlog,0.74,0.74,0.65,0.66,0.69,0.72,0.75,0.78,0.83,0.85
35,past peak,medium,200,outbreak,1,,sdlog,0.61,0.6,0.54,0.55,0.57,0.59,0.62,0.64,0.67,0.69
36,past peak,short,200,outbreak,1,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.39,0.41,0.43,0.44
37,early outbreak,long,400,outbreak,1,,sdlog,0.81,0.81,0.69,0.71,0.75,0.78,0.83,0.86,0.93,0.96
38,early outbreak,medium,400,outbreak,1,,sdlog,0.52,0.52,0.46,0.47,0.49,0.5,0.53,0.54,0.57,0.58
39,early outbreak,short,400,outbreak,1,,sdlog,0.37,0.37,0.33,0.34,0.35,0.36,0.38,0.39,0.4,0.41
40,late outbreak,long,400,outbreak,1,,sdlog,0.78,0.78,0.72,0.72,0.75,0.76,0.79,0.8,0.83,0.85
41,late outbreak,medium,400,outbreak,1,,sdlog,0.61,0.61,0.56,0.57,0.59,0.6,0.62,0.63,0.65,0.66
42,late outbreak,short,400,outbreak,1,,sdlog,0.38,0.38,0.35,0.35,0.37,0.37,0.39,0.39,0.41,0.42
43,near peak,long,400,outbreak,1,,sdlog,0.79,0.79,0.7,0.71,0.75,0.77,0.81,0.83,0.87,0.89
44,near peak,medium,400,outbreak,1,,sdlog,0.56,0.56,0.51,0.52,0.54,0.55,0.57,0.58,0.61,0.62
45,near peak,short,400,outbreak,1,,sdlog,0.35,0.35,0.32,0.32,0.33,0.34,0.35,0.36,0.38,0.38
46,past peak,long,400,outbreak,1,,sdlog,0.77,0.77,0.7,0.71,0.74,0.76,0.78,0.8,0.84,0.85
47,past peak,medium,400,outbreak,1,,sdlog,0.55,0.55,0.51,0.51,0.53,0.54,0.56,0.57,0.59,0.6
48,past peak,short,400,outbreak,1,,sdlog,0.37,0.37,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41
49,decay,long,200,exponential,1,,sdlog,0.83,0.82,0.72,0.73,0.77,0.8,0.84,0.88,0.94,0.97
50,decay,long,200,exponential,2,,sdlog,0.84,0.84,0.72,0.74,0.79,0.81,0.86,0.89,0.96,0.99
51,decay,long,200,exponential,3,,sdlog,0.87,0.87,0.75,0.76,0.81,0.84,0.9,0.93,1,1
52,decay,long,200,exponential,4,,sdlog,0.76,0.75,0.66,0.67,0.71,0.73,0.77,0.8,0.85,0.87
53,decay,long,200,exponential,5,,sdlog,0.74,0.74,0.65,0.66,0.69,0.72,0.76,0.78,0.83,0.85
54,decay,long,200,exponential,6,,sdlog,0.92,0.92,0.79,0.81,0.86,0.89,0.94,0.98,1.1,1.1
55,decay,long,200,exponential,7,,sdlog,0.94,0.93,0.8,0.82,0.87,0.9,0.96,1,1.1,1.1
56,decay,long,200,exponential,8,,sdlog,0.85,0.84,0.73,0.75,0.79,0.82,0.87,0.9,0.96,0.99
57,decay,long,200,exponential,9,,sdlog,0.8,0.8,0.7,0.71,0.75,0.78,0.82,0.85,0.91,0.93
58,decay,long,200,exponential,10,,sdlog,0.78,0.78,0.69,0.7,0.73,0.76,0.8,0.83,0.88,0.91
59,decay,long,200,exponential,11,,sdlog,0.86,0.85,0.74,0.75,0.8,0.83,0.88,0.92,0.99,1
60,decay,long,200,exponential,12,,sdlog,0.79,0.79,0.69,0.7,0.74,0.77,0.81,0.84,0.9,0.93
61,decay,long,200,exponential,13,,sdlog,0.76,0.76,0.66,0.68,0.71,0.74,0.78,0.8,0.86,0.88
62,decay,long,200,exponential,14,,sdlog,0.78,0.78,0.68,0.7,0.73,0.76,0.8,0.82,0.88,0.9
63,decay,long,200,exponential,15,,sdlog,0.84,0.84,0.73,0.74,0.79,0.81,0.87,0.9,0.97,1
64,decay,long,200,exponential,16,,sdlog,0.81,0.81,0.71,0.72,0.76,0.79,0.83,0.86,0.92,0.94
65,decay,long,200,exponential,17,,sdlog,0.8,0.79,0.69,0.71,0.74,0.77,0.81,0.84,0.91,0.93
66,decay,long,200,exponential,18,,sdlog,0.75,0.74,0.66,0.67,0.71,0.73,0.76,0.79,0.84,0.86
67,decay,long,200,exponential,19,,sdlog,0.69,0.68,0.6,0.62,0.65,0.67,0.7,0.72,0.77,0.79
68,decay,long,200,exponential,20,,sdlog,0.78,0.77,0.68,0.69,0.73,0.75,0.79,0.82,0.88,0.9
69,decay,medium,200,exponential,1,,sdlog,0.64,0.64,0.57,0.58,0.6,0.62,0.65,0.67,0.71,0.73
70,decay,medium,200,exponential,2,,sdlog,0.62,0.62,0.55,0.56,0.59,0.6,0.63,0.65,0.68,0.7
71,decay,medium,200,exponential,3,,sdlog,0.59,0.59,0.52,0.53,0.56,0.57,0.6,0.62,0.65,0.67
72,decay,medium,200,exponential,4,,sdlog,0.61,0.61,0.54,0.55,0.58,0.6,0.63,0.64,0.68,0.69
73,decay,medium,200,exponential,5,,sdlog,0.6,0.6,0.53,0.54,0.57,0.58,0.61,0.63,0.67,0.68
74,decay,medium,200,exponential,6,,sdlog,0.6,0.6,0.53,0.54,0.57,0.59,0.61,0.63,0.67,0.68
75,decay,medium,200,exponential,7,,sdlog,0.57,0.56,0.5,0.51,0.54,0.55,0.58,0.59,0.63,0.64
76,decay,medium,200,exponential,8,,sdlog,0.69,0.68,0.61,0.62,0.65,0.67,0.7,0.72,0.77,0.79
77,decay,medium,200,exponential,9,,sdlog,0.58,0.58,0.52,0.52,0.55,0.56,0.59,0.61,0.64,0.65
78,decay,medium,200,exponential,10,,sdlog,0.59,0.58,0.52,0.53,0.55,0.57,0.6,0.61,0.65,0.66
79,decay,medium,200,exponential,11,,sdlog,0.57,0.57,0.5,0.51,0.54,0.55,0.58,0.6,0.63,0.64
80,decay,medium,200,exponential,12,,sdlog,0.6,0.6,0.54,0.55,0.57,0.59,0.62,0.63,0.67,0.69
81,decay,medium,200,exponential,13,,sdlog,0.54,0.54,0.48,0.49,0.51,0.53,0.55,0.57,0.6,0.61
82,decay,medium,200,exponential,14,,sdlog,0.68,0.67,0.6,0.61,0.64,0.66,0.69,0.71,0.75,0.77
83,decay,medium,200,exponential,15,,sdlog,0.62,0.62,0.55,0.56,0.59,0.61,0.63,0.65,0.69,0.7
84,decay,medium,200,exponential,16,,sdlog,0.57,0.56,0.5,0.51,0.54,0.55,0.58,0.59,0.62,0.64
85,decay,medium,200,exponential,17,,sdlog,0.56,0.56,0.5,0.51,0.53,0.55,0.57,0.59,0.62,0.63
86,decay,medium,200,exponential,18,,sdlog,0.6,0.6,0.53,0.54,0.57,0.58,0.61,0.63,0.66,0.68
87,decay,medium,200,exponential,19,,sdlog,0.52,0.52,0.46,0.47,0.5,0.51,0.53,0.55,0.58,0.58
88,decay,medium,200,exponential,20,,sdlog,0.59,0.59,0.53,0.54,0.56,0.58,0.6,0.62,0.65,0.67
89,decay,short,200,exponential,1,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.4,0.41,0.44,0.45
90,decay,short,200,exponential,2,,sdlog,0.32,0.32,0.28,0.29,0.3,0.31,0.33,0.34,0.36,0.37
91,decay,short,200,exponential,3,,sdlog,0.36,0.36,0.32,0.32,0.34,0.35,0.37,0.38,0.4,0.41
